
-9175.210413160035,9760.934128670866,-18936.1445418309,-18943.697263528593,3383.5798905848146,5874.334053021938,-8204.458076234876,-15563.025374802197,-4434.127756098259,0.0,-3.181092435262417,-38.60266820494583,2343.6043962393683,-2120.466348053647,-297.938473514095,1219.7178576207657,-309.72169465057834,47.980978259897064,49.336482337899
-9210.323035928826,10381.83195939704,-19592.154995325865,-19596.45827407373,2936.087544147238,5693.100313611926,-8211.176376340556,-15566.401712140661,-4448.068043351696,0.0,-3.1702127055196816,-41.33307243743453,2714.6155236863556,-2762.169081279908,-193.23360368134362,495.42325128837894,-8.2852532282679,14.50573838436217,48.80656389082111
-9204.925110423519,10536.748934368767,-19741.674044792286,-19744.111503331766,2953.7224647649236,5545.592814787283,-8220.031415291838,-15572.63099445071,-4450.764373141409,0.0,-3.14854247550571,-43.00105901493029,3087.729679398261,-3398.898483860463,-79.7401898019767,-232.7911155074793,287.09526226510667,-18.927516817876985,48.58706002991281
-9174.794469192107,10274.929921880728,-19449.724391072836,-19451.52351246346,3350.581717720195,5456.957361563456,-8229.992396016307,-15581.24461868782,-4447.825577042978,0.0,-3.117197709554656,-44.1910188913542,3284.6946971935,-3721.865186205952,-15.441829345572204,-599.6745385714529,428.5202840423198,-35.54081392124521,49.10733799153274
-9151.539955785109,10053.631350928514,-19205.171306713622,-19206.718261583574,3621.6990603697964,5436.197351466328,-8239.98861569245,-15590.952437612503,-4433.673620114745,0.0,-3.0769072995950197,-45.88648362680874,3198.332805525483,-3546.7317200160355,-37.98026915040122,-384.4219194687182,327.67799210322715,-25.16556123948801,50.51034579635406
-9165.69174591981,10175.581515839474,-19341.273261759285,-19344.03752938685,3447.8205132029984,5476.599014189087,-8249.11813200646,-15600.065267588756,-4419.273657183696,0.0,-3.0299543133717037,-46.73801916506425,2870.547143236689,-2945.2867859273665,-133.5549443252051,326.93512709066374,19.730967685495852,8.270655840098547,52.532241106000654
-9195.12124880296,10439.310632031353,-19634.431880834312,-19641.16646701611,3070.541329774721,5558.945777556901,-8256.688320084173,-15607.111682106992,-4406.853572156556,0.0,-2.9801374377015635,-44.91806852580626,2459.3111677749844,-2192.2163250130143,-250.54668626968802,1208.0162472018383,-361.74452393378965,49.73161264602248,54.63279214530844
-9202.276099576195,10409.38146990302,-19611.657569479215,-19623.56501313761,2997.0009221603277,5656.421734754643,-8262.124927429302,-15611.274779999052,-4403.587962624218,0.0,-2.9312975196874556,-41.41511964227594,2136.106534691527,-1593.0705338490668,-338.0618240641004,1902.7219475542574,-667.1091036037096,82.65798311895472,56.253860820358156
-9173.542017754507,9971.600655903263,-19145.14267365777,-19160.032030915267,3387.4779031223966,5741.127412194816,-8264.890854969244,-15612.497245823151,-4411.249245440085,0.0,-2.8855437023513946,-39.249611021102766,2014.6610501328914,-1356.1761418815952,-367.00231948841696,2173.7033843458457,-793.6890948230335,95.95457555061593,57.024511980953235
-9137.37728914057,9509.383072448216,-18646.760361588786,-18660.583468366625,3851.487503348529,5790.492296358986,-8264.452281587652,-15611.390889290631,-4426.720097195877,0.0,-2.8424116018439314,-40.184421155679,2134.434536170809,-1556.6407463485814,-328.4750729233619,1937.1168012092128,-703.5939864227244,85.61577544481736,56.84993953536196
